Meteorology Data Imnavait Met B Site 2015-2017 Last Updated EKY RG 7mar2017,,,,,,,,,,,,,,,,,,,,,,,,,
Flags,,,,,,,,,,,,,,,,,,,,,,,,,
"ICE-Ice affected stage, EST-Estimated discharge",,,,,,,,,,,,,,,,,,,,,,,,,
wt-avg is pressure transducer water temperature,,,,,,,,,,,,,,,,,,,,,,,,,
"6999-bad/missing, 7777-not collected",,,,,,,,,,,,,,,,,,,,,,,,,
see readme-20160802.txt for variable units and more information,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Chris Arp and Dr. Sveta Stuefer:,,,,,,,,,,,,,,,,,,,,,,,,,
cdarp@alaska.edu,,,,,,,,,,,,,,,,,,,,,,,,,
sveta.stuefer@alaska.edu,,,,,,,,,,,,,,,,,,,,,,,,,
"Water and Environmental Research Center, University of Alaska Fairbanks",,,,,,,,,,,,,,,,,,,,,,,,,
P.O. Box 755860,,,,,,,,,,,,,,,,,,,,,,,,,
"Fairbanks, Alaska 99775-5860",,,,,,,,,,,,,,,,,,,,,,,,,
907-474-2783,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"If you use any of the data presented in this website, we ask you to please reference the author in the following suggested format: ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Arp, C.D. and Stuefer, S. (year of retrieval). Climate data from the Terrestrial Environmental Observation Network (TEON), Arctic Landscape Conservation Cooperative. University of Alaska Fairbanks, Water and Environmental Research Center. ",,,,,,,,,,,,,,,,,,,,,,,,,
"URL: http://ine.uaf.edu/werc/research Fairbanks, Alaska, variously paged. [month and day of retrieval].",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
station_id,MM/DD/YYYY hh:mm:ss,precip_Tot,at_1m_Avg,rh_1m,at_3m_Avg,rh_3m,at_10m_Avg,rh_10m,windSpeed_1m,windSpeed_3m,windSpeed_10m,winddir_10m,windSpeed_1m_Max,windSpeed_3m_Max,windSpeed_10m_Max,pb_Avg,netRad_Avg,snowdepth_Avg,atm_lw_rad_avg,terr_lw_rad_avg,inc_sw_rad_avg,refl_sw_rad_avg,at_2m_Avg,rh_2m,winddir_3m
Imnavait_Cr_Met,1/1/2016 1:00,7777,-4.426,76.39,-4.294,75.05,-3.84,71.75,6999,6999,7.425,195.6,6.42,7.794,9.17,966,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 2:00,7777,-4.406,73.16,-4.229,71.68,-3.716,67.92,6999,6999,9.03,192.3,7.34,8.74,10.35,966,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 3:00,7777,-4.843,75.05,-4.633,74.38,-4.11,70.34,6999,6999,7,203.9,6.167,7.18,8.67,968,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 4:00,7777,-4.926,73.03,-4.682,71.22,-4.1,67.79,6999,6999,8.44,200.5,7.82,9.49,11.39,969,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 5:00,7777,-4.746,73.77,-4.486,71.69,-3.964,68.86,6999,6999,9.54,231.6,7.967,9.91,11.08,970,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 6:00,7777,-4.506,68.19,-4.236,64.96,-3.724,60.93,6999,6999,8.74,237.9,7.927,10.18,11.71,972,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 7:00,7777,-4.541,77.94,-4.291,75.92,-3.84,71.95,6999,6999,7.59,243.8,6.9,8.71,9.74,974,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 8:00,7777,-5.159,68.12,-4.908,66.91,-4.298,64.9,6999,6999,5.004,214.5,4.914,5.9,6.767,975,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 9:00,7777,-5.783,71.96,-5.534,70.14,-4.922,65.16,6999,6999,5.478,197.8,4.687,5.474,6.729,976,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 10:00,7777,-6.273,73.64,-6.007,72.57,-5.228,68.47,6999,6999,7.008,196.7,6.114,7.447,8.71,977,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 11:00,7777,-6.801,68.88,-6.472,67.53,-5.664,63.43,6999,6999,8.11,188.2,6.287,7.62,9.38,978,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 12:00,7777,-7.227,69.41,-6.83,68.54,-5.847,64.5,6999,6999,8.82,181.4,7.14,8.39,9.78,979,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 13:00,7777,-7.441,69.14,-6.998,66.79,-5.924,61.21,6999,6999,8.83,178.4,7.194,8.75,10.76,980,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 14:00,7777,-7.884,70.09,-7.495,68.88,-6.511,64.17,6999,6999,9.13,177.7,7.194,8.59,10.59,981,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 15:00,7777,-8.14,66.53,-7.713,64.92,-6.677,60.88,6999,6999,8.85,177.9,6.74,8.1,10.07,981,7777,7777,7777,7777,7777,7777,7777,7777,7777
Imnavait_Cr_Met,1/1/2016 16:00,7777,-8.1,61.35,-7.572,58.59,-6.463,53.48,6999,6999,8.5,177.9,6.7,7.914,9.67,981,7777,7777,7777,7777,7777,7777,7777,7777,7777
