Drift Threshold (pct. of mean depth),drift_area,drift_volume,mean_drift_depth,mean_not_drift_depth,not_drift_area,not_drift_volume,Drift Threshold (pct. of mean depth),Drift Area pct.,Not Drift Area pct.,Drift Volume pct.,Not Drift Volume pct.,Drift Volume-Area Difference (pct.),Drift Volume-Area Difference Slope,Year,Study Area,Inflection Threshold,Mean_Depth [m],SD Depth [m],CV
80.0,19132705.0,12543222.0,0.6555905938148499,0.33011284470558167,9683817.0,3196752.0,80.0,66.39491400107202,33.605085998927976,79.69009152603665,20.30973058326168,13.295177524964629,1.7217469326968384,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
90.0,15790972.0,10988922.0,0.6958990097045898,0.36474913358688354,13025550.0,4751058.0,90.0,54.79832715412359,45.20167284587641,69.81525161178506,30.184608616949347,15.016924457661467,1.190276682781036,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
100.0,11906549.0,8970890.0,0.7534416317939758,0.40030112862586975,16909973.0,6769081.0,100.0,41.31848041897631,58.681519581023686,56.99421130950301,43.005591740077286,15.675730890526701,0.07499910807395871,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
110.00000000000001,9060265.0,7336122.0,0.8097028732299805,0.4253767430782318,19756257.0,8403852.0,110.00000000000001,31.441216257812098,68.5587837421879,46.60813893162148,53.39168317767685,15.166922673809385,-0.9791550654151173,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
120.0,6290574.0,5595125.0,0.889445960521698,0.4503634572029114,22525948.0,10144864.0,120.0,21.829747531641743,78.17025246835826,35.54716829133821,64.45274911655031,13.717420759696466,-1.4620949365388833,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
129.99999999999997,4600994.0,4440136.0,0.965038537979126,0.46663686633110046,24215528.0,11299858.0,129.99999999999997,15.966513932528011,84.03348606747198,28.20924673325963,71.79070244082561,12.242732800731618,-1.4332284891070879,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
140.0,3430603.0,3581787.0,1.0440694093704224,0.4789361357688904,25385919.0,12158234.0,140.0,11.904986313060265,88.09501368693974,22.755950094542555,77.244170617005,10.85096378148229,-1.3789190454887752,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
150.0,2539071.0,2879800.0,1.1341946125030518,0.48939964175224304,26277451.0,12860175.0,150.0,8.811163956566306,91.1888360434337,18.296058666320373,81.7037697962173,9.484894709754068,-1.1119706365301214,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
160.0,2084270.0,2496352.0,1.1977107524871826,0.4954175055027008,26732252.0,13243626.0,160.0,7.232899237458288,92.76710076254172,15.859921745880337,84.13992577637538,8.627022508422048,-0.8070210043366459,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
169.99999999999997,1745440.0,2192257.0,1.2559914588928223,0.5004499554634094,27071082.0,13547722.0,169.99999999999997,6.05708072611955,93.94291927388045,13.927933427200326,86.07192044829473,7.870852701080776,-0.6234684432341759,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
179.99999999999997,1555981.0,2011525.0,1.2927701473236084,0.503602147102356,27260541.0,13728467.0,179.99999999999997,5.399614151909103,94.6003858480909,12.779699773862799,87.22023669374374,7.380085621953696,-0.5302775526568433,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
189.99999999999997,1362441.0,1816126.0,1.3329944610595703,0.5071693062782288,27454081.0,13923868.0,189.99999999999997,4.727985563282065,95.27201443671794,11.538283159049154,88.46166601503609,6.810297595767089,-0.5428533187406326,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
199.99999999999997,1205923.0,1649428.0,1.3677728176116943,0.5103322267532349,27610599.0,14090579.0,199.99999999999997,4.184831882209796,95.81516811779021,10.479210866682227,89.52082089951449,6.294378984472431,-0.5159186112946585,Mean_Depth,Happy Valley,120.0,0.5462145,0.25973964,0.47552678
